timestamp,sample_id,attack_probability,decision_label
1766758433,65,7.165068e-06,NORMAL
1766758434,66,0.77598435,ALERT
1766758435,67,0.99999774,ALERT
1766758436,68,0.9999727,ALERT
1766758437,69,6.549419e-06,NORMAL
1766758438,70,0.99999785,ALERT
1766758439,71,0.0012243021,ALERT
1766758440,72,7.4120717e-06,NORMAL
1766758441,73,5.898167e-06,NORMAL
1766758442,74,0.99980205,ALERT
1766758443,75,2.268602e-06,NORMAL
1766758444,76,1.4259371e-05,NORMAL
1766758445,77,0.031186953,ALERT
1766758446,78,3.9762694e-05,NORMAL
1766758447,79,3.4951183e-05,NORMAL
1766758448,80,0.9999944,ALERT
1766758449,81,0.99999905,ALERT
1766758450,82,0.99792826,ALERT
1766758451,83,1.638872e-05,NORMAL
1766758452,84,1.8678964e-05,NORMAL
1766758453,85,4.2332204e-06,NORMAL
1766758454,86,0.99959,ALERT
1766758455,87,0.15831535,ALERT
1766758456,88,6.762261e-05,NORMAL
1766758457,89,0.003145405,ALERT
1766758458,90,2.1700791e-06,NORMAL
1766758459,91,0.00015365497,NORMAL
1766758460,92,0.99999654,ALERT
1766758461,93,0.037845563,ALERT
1766758462,94,0.00016951223,NORMAL
1766758463,95,0.022739798,ALERT
1766758464,96,1.5519014e-05,NORMAL
1766758465,97,4.1745483e-05,NORMAL
1766758466,98,0.9999393,ALERT
1766758467,99,0.9996903,ALERT
1766758468,100,0.9999994,ALERT
1766758469,101,0.0017829948,ALERT
1766758470,102,0.99999905,ALERT
1766758471,103,0.9999924,ALERT
1766758472,104,0.00012480536,NORMAL
1766758473,105,0.9999976,ALERT
1766758474,106,0.029045284,ALERT
1766758475,107,4.2779475e-06,NORMAL
1766758476,108,0.99998903,ALERT
1766758477,109,1.1794106e-06,NORMAL
1766758478,110,0.00031721772,NORMAL
1766758479,111,0.9999981,ALERT
1766758480,112,0.03429848,ALERT
1766758481,113,0.04143466,ALERT
1766758482,114,8.6840355e-06,NORMAL
1766758483,115,0.9999999,ALERT
1766758484,116,1.6678789e-05,NORMAL
1766758485,117,0.99954635,ALERT
1766758486,118,0.99981683,ALERT
1766758487,119,0.007031298,ALERT
1766758488,120,4.573649e-06,NORMAL
1766758489,121,0.9997279,ALERT
1766758490,122,0.9999645,ALERT
1766758491,123,0.9999932,ALERT
1766758492,124,0.00048459516,NORMAL
1766758493,125,4.0044175e-05,NORMAL
1766758494,126,0.00040310962,NORMAL
1766758495,127,0.99999917,ALERT
1766758496,128,3.3926917e-06,NORMAL
1766758497,129,2.5281654e-05,NORMAL
1766758498,130,2.4651406e-05,NORMAL
1766758499,131,2.6791628e-05,NORMAL
1766758500,132,0.03038784,ALERT
1766758501,133,1.184043e-05,NORMAL
1766758502,134,0.43893638,ALERT
1766758503,135,1.1273951e-05,NORMAL
1766758504,136,0.9999974,ALERT
1766758505,137,0.0035360826,ALERT
1766758506,138,0.2503316,ALERT
1766758507,139,8.729946e-06,NORMAL
1766758508,140,1.2870767e-05,NORMAL
1766758509,141,2.7837079e-05,NORMAL
1766758510,142,0.9999933,ALERT
1766758511,143,0.9999987,ALERT
1766758512,144,0.28303927,ALERT
1766758513,145,0.9996611,ALERT
1766758514,146,0.9856881,ALERT
1766758515,147,0.99999654,ALERT
1766758516,148,1.9227846e-05,NORMAL
1766758517,149,0.28763545,ALERT
1766758518,150,0.002838385,ALERT
1766758519,151,0.9999999,ALERT
1766758520,152,0.9837272,ALERT
1766758521,153,0.1357335,ALERT
1766758522,154,1.1792722e-06,NORMAL
1766758523,155,0.9999981,ALERT
1766758524,156,0.44234627,ALERT
1766758525,157,0.9994349,ALERT
1766758526,158,0.99999666,ALERT
1766758527,159,0.9999999,ALERT
1766758528,160,0.99999726,ALERT
1766758529,161,0.999997,ALERT
1766758530,162,0.9999937,ALERT
1766758531,163,0.9999987,ALERT
1766758532,164,0.009645606,ALERT
1766758533,165,0.999995,ALERT
1766758534,166,0.9999999,ALERT
1766758535,167,0.46198472,ALERT
1766758536,168,7.814651e-06,NORMAL
1766758537,169,0.99999976,ALERT
1766758538,170,0.115203746,ALERT
1766758539,171,6.0504417e-06,NORMAL
1766758540,172,0.99999344,ALERT
1766758541,173,0.99999404,ALERT
1766758542,174,0.28303927,ALERT
1766758543,175,1.2690092e-05,NORMAL
1766758544,176,0.9999999,ALERT
1766758545,177,0.9999938,ALERT
1766758546,178,0.0026460437,ALERT
1766758547,179,3.0374682e-05,NORMAL
1766758548,180,0.9869708,ALERT
1766758549,181,2.9437793e-05,NORMAL
1766758550,182,3.928369e-05,NORMAL
1766758551,183,6.8355625e-06,NORMAL
1766758552,184,3.8483184e-05,NORMAL
1766758553,185,0.0005952269,NORMAL
1766758554,186,0.9999951,ALERT
1766758555,187,0.99981683,ALERT
1766758556,188,2.9363438e-05,NORMAL
1766758557,189,0.99999213,ALERT
1766758558,190,1.6090173e-05,NORMAL
1766758559,191,0.109098785,ALERT
1766758560,192,0.9998172,ALERT
1766758561,193,5.0321585e-05,NORMAL
1766758562,194,7.802022e-06,NORMAL
1766758563,195,0.00014539933,NORMAL
1766758564,196,0.2740974,ALERT
1766758565,197,0.00084422634,NORMAL
1766758566,198,0.9999598,ALERT
1766758567,199,0.00049979746,NORMAL
1766758568,200,0.11064687,ALERT
1766758569,201,1.8192752e-06,NORMAL
1766758570,202,0.19707009,ALERT
1766758571,203,4.0277107e-05,NORMAL
1766758572,204,4.538276e-05,NORMAL
1766758573,205,0.99999356,ALERT
1766758574,206,0.99985504,ALERT
1766758575,207,0.27416542,ALERT
1766758576,208,0.0003414607,NORMAL
1766758577,209,2.4924361e-06,NORMAL
1766758578,210,0.4415686,ALERT
1766758579,211,0.5897496,ALERT
1766758580,212,3.5613539e-06,NORMAL
1766758581,213,0.00014407592,NORMAL
1766758582,214,0.0063887145,ALERT
1766758583,215,0.9991837,ALERT
1766758584,216,0.00010673264,NORMAL
1766758585,217,0.001451274,ALERT
1766758586,218,2.2782218e-05,NORMAL
1766758587,219,0.004954489,ALERT
1766758588,220,2.8989373e-06,NORMAL
1766758589,221,2.21002e-06,NORMAL
1766758590,222,0.031388693,ALERT
1766758591,223,0.99999905,ALERT
1766758592,224,6.306468e-06,NORMAL
1766758593,225,0.9996942,ALERT
1766758594,226,0.00015728667,NORMAL
1766758595,227,0.99999976,ALERT
1766758596,228,3.7269037e-05,NORMAL
1766758597,229,7.0465885e-06,NORMAL
1766758598,230,0.025701763,ALERT
1766758599,231,0.11376631,ALERT
1766758600,232,0.18600692,ALERT
1766758601,233,0.0048750243,ALERT
1766758602,234,0.9995857,ALERT
1766758603,235,0.99900466,ALERT
1766758604,236,0.0018550069,ALERT
1766758605,237,0.0327862,ALERT
1766758606,238,0.61784905,ALERT
1766758607,239,0.004882817,ALERT
1766758608,240,0.0002150878,NORMAL
1766758609,241,2.9150302e-05,NORMAL
1766758610,242,0.010840639,ALERT
1766758611,243,0.9999924,ALERT
1766758612,244,0.99999976,ALERT
1766758613,245,0.009057104,ALERT
1766758614,246,0.01369177,ALERT
1766758615,247,0.9999993,ALERT
1766758616,248,0.9999851,ALERT
1766758617,249,3.0974331e-06,NORMAL
1766758618,250,0.00014652305,NORMAL
1766758619,251,0.0010880486,ALERT
1766758620,252,0.0028739872,ALERT
1766758621,253,3.077023e-05,NORMAL
1766758622,254,0.9999999,ALERT
1766758623,255,0.99992263,ALERT
1766758624,256,0.9947739,ALERT
1766758625,257,8.568699e-06,NORMAL
1766758626,258,0.016725628,ALERT
1766758627,259,7.924188e-05,NORMAL
1766758628,260,0.00029117457,NORMAL
1766758629,261,0.019374136,ALERT
1766758630,262,4.527405e-05,NORMAL
1766758631,263,0.99999285,ALERT
1766758632,264,0.9998486,ALERT
1766758633,265,0.99999976,ALERT
1766758634,266,0.0016071339,ALERT
1766758635,267,6.370071e-05,NORMAL
1766758636,268,2.728124e-05,NORMAL
1766758637,269,0.996394,ALERT
1766758638,270,0.99985456,ALERT
1766758639,271,6.6260145e-05,NORMAL
1766758640,272,0.9999999,ALERT
1766758641,273,0.99997866,ALERT
1766758642,274,0.9999715,ALERT
1766758643,275,0.028448265,ALERT
1766758644,276,0.024567848,ALERT
1766758645,277,1.3686576e-05,NORMAL
1766758646,278,0.99998736,ALERT
1766758647,279,0.9999918,ALERT
1766758648,280,0.0022179035,ALERT
1766758649,281,0.032601986,ALERT
1766758650,282,0.4836806,ALERT
1766758651,283,0.9854719,ALERT
1766758652,284,0.9999951,ALERT
1766758653,285,4.5062984e-06,NORMAL
1766758654,286,0.018224994,ALERT
1766758655,287,0.9999989,ALERT
1766758656,288,1.2191466e-05,NORMAL
1766758657,289,0.37237737,ALERT
1766758658,290,9.995948e-05,NORMAL
1766758659,291,0.6464963,ALERT
1766758660,292,0.0070198313,ALERT
1766758661,293,7.5778125e-06,NORMAL
1766758662,294,5.5984738e-06,NORMAL
1766758663,295,0.031388693,ALERT
1766758664,296,0.6448879,ALERT
1766758665,297,1.637555e-05,NORMAL
1766758666,298,0.9995192,ALERT
1766758667,299,2.8409715e-05,NORMAL
1766758668,300,0.99999595,ALERT
1766758669,301,0.9642792,ALERT
1766758670,302,0.0007930347,NORMAL
1766758671,303,0.0123535525,ALERT
1766758672,304,0.0327862,ALERT
1766758673,305,6.46093e-06,NORMAL
1766758674,306,0.9999943,ALERT
1766758675,307,0.007379285,ALERT
1766758676,308,0.9999981,ALERT
1766758677,309,0.99999595,ALERT
1766758678,310,0.9999137,ALERT
1766758679,311,3.0352853e-06,NORMAL
1766758680,312,0.031388693,ALERT
1766758681,313,2.8442328e-05,NORMAL
1766758682,314,0.0014267307,ALERT
1766758683,315,0.99998736,ALERT
1766758684,316,0.00769066,ALERT
1766758685,317,2.6148193e-06,NORMAL
1766758686,318,0.99999046,ALERT
1766758687,319,9.717129e-06,NORMAL
1766758688,320,9.50448e-06,NORMAL
1766758689,321,0.000250851,NORMAL
1766758690,322,3.9036663e-06,NORMAL
1766758691,323,0.9999877,ALERT
1766758692,324,1.3177279e-05,NORMAL
1766758693,325,0.98473984,ALERT
1766758694,326,0.9995173,ALERT
1766758695,327,0.0031685866,ALERT
1766758696,328,0.13116275,ALERT
1766758697,329,0.9999981,ALERT
1766758698,330,0.9978345,ALERT
1766758699,331,0.96098995,ALERT
1766758700,332,0.99999654,ALERT
1766758701,333,0.005686322,ALERT
1766758702,334,0.9995278,ALERT
1766758703,335,2.0554327e-05,NORMAL
1766758704,336,4.1364932e-05,NORMAL
1766758705,337,0.027848683,ALERT
1766758706,338,0.99999833,ALERT
1766758707,339,0.99999976,ALERT
1766758708,340,0.62282807,ALERT
1766758709,341,0.014161399,ALERT
1766758710,342,1.3663063e-05,NORMAL
1766758711,343,3.4946952e-05,NORMAL
1766758712,344,0.99974614,ALERT
1766758713,345,0.99999976,ALERT
1766758714,346,0.028157508,ALERT
1766758715,347,0.99982256,ALERT
1766758716,348,0.2762777,ALERT
1766758717,349,3.0172305e-05,NORMAL
1766758718,350,0.9999851,ALERT
1766758719,351,0.9999875,ALERT
1766758720,352,0.0006231361,NORMAL
1766758721,353,1.9230982e-05,NORMAL
1766758722,354,1.0033232e-05,NORMAL
1766758723,355,0.000103249,NORMAL
1766758724,356,0.0005515963,NORMAL
1766758725,357,2.1055961e-05,NORMAL
1766758726,358,0.025701763,ALERT
1766758727,359,0.99992156,ALERT
1766758728,360,1.18674125e-05,NORMAL
1766758729,361,5.0794047e-06,NORMAL
1766758730,362,0.99998343,ALERT
1766758731,363,6.951581e-06,NORMAL
1766758732,364,4.3228993e-05,NORMAL
1766758733,365,0.000111847025,NORMAL
1766758734,366,0.034055505,ALERT
1766758735,367,0.99999845,ALERT
1766758736,368,0.00043907715,NORMAL
1766758737,369,0.0042257966,ALERT
1766758738,370,2.7508422e-05,NORMAL
1766758739,371,0.99999833,ALERT
1766758740,372,0.99989533,ALERT
1766758741,373,0.00041688414,NORMAL
1766758742,374,0.000111687266,NORMAL
1766758743,375,0.99999213,ALERT
1766758744,376,0.00073949294,NORMAL
1766758745,377,0.011495626,ALERT
1766758746,378,0.99999905,ALERT
1766758747,379,0.059205122,ALERT
1766758748,380,9.568772e-05,NORMAL
1766758749,381,0.7565127,ALERT
1766758750,382,0.99999976,ALERT
1766758751,383,0.042196307,ALERT
1766758752,384,0.0018506232,ALERT
1766758753,385,3.3722878e-05,NORMAL
1766758754,386,0.99999404,ALERT
1766758755,387,0.00013710091,NORMAL
1766758756,388,0.00019414058,NORMAL
1766758757,389,0.00036023612,NORMAL
1766758758,390,0.033817336,ALERT
1766758759,391,6.345997e-06,NORMAL
1766758760,392,0.9999968,ALERT
1766758761,393,0.9999937,ALERT
1766758762,394,2.428326e-05,NORMAL
1766758763,395,1.143683e-05,NORMAL
1766758764,396,0.9990989,ALERT
1766758765,397,2.1215557e-05,NORMAL
1766758766,398,8.9359455e-06,NORMAL
1766758767,399,0.034055505,ALERT
1766758768,400,0.99999976,ALERT
1766758769,401,1.8933253e-05,NORMAL
1766758770,402,0.08487777,ALERT
1766758771,403,0.9982065,ALERT
1766758772,404,3.2653695e-06,NORMAL
1766758773,405,0.9997645,ALERT
1766758774,406,4.8583724e-06,NORMAL
1766758775,407,0.00041688414,NORMAL
1766758776,408,0.040661518,ALERT
1766758777,409,0.99999976,ALERT
1766758778,410,7.66814e-05,NORMAL
1766758779,411,0.99373573,ALERT
1766758780,412,0.0327862,ALERT
1766758781,413,0.9999783,ALERT
1766758782,414,2.6718986e-05,NORMAL
1766758783,415,4.230871e-06,NORMAL
1766758784,416,0.9999373,ALERT
1766758785,417,0.9998691,ALERT
1766758786,418,0.008075456,ALERT
1766758787,419,0.00013299132,NORMAL
1766758788,420,0.99997663,ALERT
1766758789,421,1.3342986e-06,NORMAL
1766758790,422,1.5839589e-05,NORMAL
1766758791,423,0.9999877,ALERT
1766758792,424,0.0012493738,ALERT
1766758793,425,0.20498256,ALERT
1766758794,426,0.29782304,ALERT
1766758795,427,0.99686986,ALERT
1766758796,428,0.9999982,ALERT
1766758797,429,0.4179407,ALERT
1766758798,430,0.999841,ALERT
1766758799,431,4.6035543e-06,NORMAL
1766758800,432,0.13412124,ALERT
1766758801,433,0.9998828,ALERT
1766758802,434,0.6604915,ALERT
1766758803,435,0.0011079083,ALERT
1766758804,436,5.845938e-05,NORMAL
1766758805,437,0.99999917,ALERT
1766758806,438,0.2316913,ALERT
1766758807,439,0.00025008802,NORMAL
1766758808,440,4.474115e-05,NORMAL
1766758809,441,2.4601188e-06,NORMAL
1766758810,442,4.391684e-05,NORMAL
1766758811,443,3.693846e-06,NORMAL
1766758812,444,0.99954635,ALERT
1766758813,445,5.874601e-06,NORMAL
1766758814,446,0.0034113033,ALERT
1766758815,447,1.8584471e-05,NORMAL
1766758816,448,5.372731e-05,NORMAL
1766758817,449,0.99999523,ALERT
1766758818,450,0.005694988,ALERT
1766758819,451,0.35502377,ALERT
1766758820,452,0.9999995,ALERT
1766758821,453,0.9999933,ALERT
1766758822,454,3.053774e-05,NORMAL
1766758823,455,4.358185e-06,NORMAL
1766758824,456,0.9999968,ALERT
1766758825,457,0.9999026,ALERT
1766758826,458,0.27875787,ALERT
1766758827,459,0.05861848,ALERT
1766758828,460,4.6633445e-06,NORMAL
1766758829,461,0.99999535,ALERT
1766758830,462,1.2801688e-05,NORMAL
1766758831,463,6.779911e-06,NORMAL
1766758832,464,0.9999913,ALERT
1766758833,465,0.9999969,ALERT
1766758834,466,0.0004608975,NORMAL
1766758835,467,5.6461026e-06,NORMAL
1766758836,468,3.835172e-06,NORMAL
1766758837,469,0.0327862,ALERT
1766758838,470,0.9999976,ALERT
1766758839,471,0.19801418,ALERT
1766758840,472,0.000103249,NORMAL
1766758841,473,0.9999255,ALERT
1766758842,474,9.731369e-05,NORMAL
1766758843,475,2.1030175e-05,NORMAL
1766758844,476,0.9999999,ALERT
1766758845,477,0.031388693,ALERT
1766758846,478,0.055840723,ALERT
1766758847,479,4.0023406e-05,NORMAL
1766758848,480,2.8970308e-05,NORMAL
1766758849,481,0.9902503,ALERT
1766758850,482,0.15132615,ALERT
1766758851,483,7.078649e-06,NORMAL
1766758852,484,0.9999999,ALERT
1766758853,485,0.99999917,ALERT
1766758854,486,0.09713649,ALERT
1766758855,487,0.016872361,ALERT
1766758856,488,0.99980825,ALERT
1766758857,489,2.6828804e-05,NORMAL
1766758858,490,4.6697883e-06,NORMAL
1766758859,491,1.1083893e-05,NORMAL
1766758860,492,0.9999391,ALERT
1766758861,493,0.97115517,ALERT
1766758862,494,0.9999367,ALERT
1766758863,495,0.99973077,ALERT
1766758864,496,0.99860364,ALERT
1766758865,497,4.2258132e-05,NORMAL
1766758866,498,0.99999344,ALERT
1766758867,499,0.00027036262,NORMAL
1766758868,500,0.019101415,ALERT
1766758869,501,0.9999999,ALERT
1766758870,502,0.4695974,ALERT
1766758871,503,0.9998123,ALERT
1766758872,504,0.99971884,ALERT
1766758873,505,0.9995295,ALERT
1766758874,506,1.2699075e-05,NORMAL
1766758875,507,0.0056904377,ALERT
1766758876,508,0.99998486,ALERT
1766758877,509,5.0932795e-05,NORMAL
1766758878,510,4.900298e-06,NORMAL
1766758879,511,0.0002093237,NORMAL
1766758880,512,0.9828331,ALERT
1766758881,513,0.004102303,ALERT
1766758882,514,0.99954635,ALERT
1766758883,515,0.9994062,ALERT
1766758884,516,0.9997646,ALERT
1766758885,517,0.4324597,ALERT
1766758886,518,2.5036522e-06,NORMAL
1766758887,519,0.99999833,ALERT
1766758888,520,0.999421,ALERT
1766758889,521,0.00043951013,NORMAL
1766758890,522,1.4105227e-05,NORMAL
1766758891,523,0.002589665,ALERT
1766758892,524,0.98409307,ALERT
1766758893,525,0.999236,ALERT
1766758894,526,0.99999726,ALERT
1766758895,527,6.9142716e-06,NORMAL
1766758896,528,0.0022600773,ALERT
1766758897,529,0.0035020804,ALERT
1766758898,530,0.9999945,ALERT
1766758899,531,0.14038727,ALERT
1766758900,532,0.0022146632,ALERT
1766758901,533,0.017327288,ALERT
1766758902,534,0.0055778488,ALERT
1766758903,535,0.9999875,ALERT
1766758904,536,0.0015678754,ALERT
1766758905,537,3.711659e-05,NORMAL
1766758906,538,2.9945275e-05,NORMAL
1766758907,539,0.00011298641,NORMAL
1766758908,540,0.00011363308,NORMAL
1766758909,541,0.9998047,ALERT
1766758910,542,6.305554e-06,NORMAL
1766758911,543,0.00010950785,NORMAL
1766758912,544,5.188424e-05,NORMAL
1766758913,545,0.012821009,ALERT
1766758914,546,0.00016415477,NORMAL
1766758915,547,0.99999845,ALERT
1766758916,548,0.9999999,ALERT
1766758917,549,1.2540313e-05,NORMAL
1766758918,550,5.166567e-06,NORMAL
1766758919,551,0.99999726,ALERT
1766758920,552,0.5581285,ALERT
1766758921,553,0.00023808364,NORMAL
1766758922,554,5.906424e-06,NORMAL
1766758923,555,0.0327862,ALERT
1766758924,556,1.1688409e-05,NORMAL
1766758925,557,0.9999989,ALERT
1766758926,558,5.880627e-05,NORMAL
1766758927,559,0.0014911316,ALERT
1766758928,560,0.0006570228,NORMAL
1766758929,561,2.5669022e-05,NORMAL
1766758930,562,0.99998355,ALERT
1766758931,563,0.99942124,ALERT
1766758932,564,0.34436676,ALERT
1766758933,565,0.99999976,ALERT
1766758934,566,7.0160922e-06,NORMAL
1766758935,567,2.6891714e-05,NORMAL
1766758936,568,0.9979388,ALERT
1766758937,569,0.99999774,ALERT
1766758938,570,4.483413e-05,NORMAL
1766758939,571,0.0077307085,ALERT
1766758940,572,3.5431278e-06,NORMAL
1766758941,573,1.740681e-06,NORMAL
1766758942,574,0.0007085648,NORMAL
1766758943,575,6.7671506e-05,NORMAL
1766758944,576,0.9993869,ALERT
1766758945,577,1.1472839e-06,NORMAL
1766758946,578,6.7005203e-06,NORMAL
1766758947,579,2.749393e-06,NORMAL
1766758948,580,0.9988914,ALERT
1766758949,581,0.0024686465,ALERT
1766758950,582,0.6639368,ALERT
1766758951,583,0.9995963,ALERT
1766758952,584,0.9258221,ALERT
1766758953,585,2.9966643e-05,NORMAL
1766758954,586,0.0028581317,ALERT
1766758955,587,0.0031166673,ALERT
1766758956,588,0.9999926,ALERT
1766758957,589,0.007110853,ALERT
1766758958,590,0.9981343,ALERT
1766758959,591,0.62220764,ALERT
1766758960,592,7.906111e-06,NORMAL
1766758961,593,0.4415686,ALERT
1766758962,594,0.99999833,ALERT
1766758963,595,3.1766573e-05,NORMAL
1766758964,596,0.0015341685,ALERT
1766758965,597,0.99999976,ALERT
1766758966,598,0.00029575938,NORMAL
1766758967,599,0.9998753,ALERT
1766758968,600,0.1357335,ALERT
1766758969,601,0.9999999,ALERT
1766758970,602,2.0864072e-05,NORMAL
1766758971,603,0.22164741,ALERT
1766758972,604,0.999998,ALERT
1766758973,605,1.6677595e-05,NORMAL
1766758974,606,0.99892646,ALERT
1766758975,607,5.003095e-05,NORMAL
1766758976,608,0.000668138,NORMAL
1766758977,609,0.99892324,ALERT
1766758978,610,0.99999726,ALERT
1766758979,611,0.9999927,ALERT
1766758980,612,0.0009121743,NORMAL
1766758981,613,0.9999999,ALERT
1766758982,614,7.7138306e-05,NORMAL
1766758983,615,0.99993014,ALERT
1766758984,616,0.9998172,ALERT
1766758985,617,2.7789329e-06,NORMAL
1766758986,618,0.99979526,ALERT
1766758987,619,8.3720115e-06,NORMAL
1766758988,620,0.99999607,ALERT
1766758989,621,0.00610853,ALERT
1766758990,622,0.16004425,ALERT
1766758991,623,0.9998425,ALERT
1766758992,624,0.36510858,ALERT
1766758993,625,0.0027394486,ALERT
1766758994,626,3.1058495e-05,NORMAL
1766758995,627,0.99999654,ALERT
1766758996,628,0.872656,ALERT
1766758997,629,0.013097212,ALERT
1766758998,630,0.99999917,ALERT
1766758999,631,0.002819187,ALERT
1766759000,632,5.202736e-06,NORMAL
1766759001,633,0.22016373,ALERT
1766759002,634,4.343546e-06,NORMAL
1766759003,635,0.99999917,ALERT
1766759004,636,0.021842116,ALERT
1766759005,637,0.9996032,ALERT
1766759006,638,2.701038e-05,NORMAL
1766759007,639,0.9999912,ALERT
1766759008,640,0.031388693,ALERT
1766759009,641,0.99860173,ALERT
1766759010,642,0.003931512,ALERT
1766759011,643,0.21479638,ALERT
1766759012,644,0.9999783,ALERT
1766759013,645,0.9999993,ALERT
1766759014,646,0.9999999,ALERT
1766759015,647,0.9932916,ALERT
1766759016,648,6.7066067e-06,NORMAL
1766759017,649,6.1780775e-06,NORMAL
1766759018,650,0.99980456,ALERT
1766759019,651,0.01432667,ALERT
1766759020,652,6.049282e-06,NORMAL
1766759021,653,0.0017144292,ALERT
1766759022,654,8.118737e-05,NORMAL
1766759023,655,1.5277747e-05,NORMAL
1766759024,656,0.12023192,ALERT
1766759025,657,0.4686989,ALERT
1766759026,658,1.6491114e-05,NORMAL
1766759027,659,0.00040685965,NORMAL
1766759028,660,1.615535e-05,NORMAL
1766759029,661,0.00016731578,NORMAL
1766759030,662,0.001376528,ALERT
1766759031,663,4.1807907e-06,NORMAL
1766759032,664,2.9528976e-05,NORMAL
1766759033,665,0.001156646,ALERT
1766759034,666,0.99999714,ALERT
1766759035,667,0.99999976,ALERT
1766759036,668,1.3068152e-05,NORMAL
1766759037,669,6.1979704e-06,NORMAL
1766759038,670,0.036801092,ALERT
1766759039,671,0.9991314,ALERT
1766759040,672,0.003030146,ALERT
1766759041,673,0.99999976,ALERT
1766759042,674,0.00054296275,NORMAL
1766759043,675,4.1214653e-06,NORMAL
1766759044,676,0.028448265,ALERT
1766759045,677,0.028171865,ALERT
1766759046,678,6.6022153e-06,NORMAL
1766759047,679,0.48186773,ALERT
1766759048,680,0.0006598947,NORMAL
1766759049,681,5.5053402e-05,NORMAL
1766759050,682,0.9999999,ALERT
1766759051,683,0.9862096,ALERT
1766759052,684,0.99783033,ALERT
1766759053,685,0.0014523565,ALERT
1766759054,686,0.2693395,ALERT
1766759055,687,0.99988353,ALERT
1766759056,688,3.5544555e-05,NORMAL
1766759057,689,0.9999652,ALERT
1766759058,690,0.00027247317,NORMAL
1766759059,691,0.99953675,ALERT
1766759060,692,0.000745696,NORMAL
1766759061,693,3.2559434e-05,NORMAL
1766759062,694,1.2287437e-06,NORMAL
1766759063,695,0.0015744129,ALERT
1766759064,696,0.99999976,ALERT
1766759065,697,0.0874002,ALERT
1766759066,698,0.9995728,ALERT
1766759067,699,4.000696e-05,NORMAL
1766759068,700,0.970066,ALERT
1766759069,701,0.9848814,ALERT
1766759070,702,0.9999933,ALERT
1766759071,703,0.005465095,ALERT
1766759072,704,3.7617716e-05,NORMAL
1766759073,705,0.0003174319,NORMAL
1766759074,706,0.9999999,ALERT
1766759075,707,3.4746442e-06,NORMAL
1766759076,708,0.9999391,ALERT
1766759077,709,0.9999039,ALERT
1766759078,710,8.287801e-05,NORMAL
1766759079,711,4.3870164e-06,NORMAL
1766759080,712,0.9999783,ALERT
1766759081,713,0.99999833,ALERT
1766759082,714,0.99999976,ALERT
1766759083,715,0.9999006,ALERT
1766759084,716,0.011065756,ALERT
1766759085,717,0.99998534,ALERT
1766759086,718,0.9999957,ALERT
1766759087,719,0.00029268753,NORMAL
1766759088,720,0.99999833,ALERT
1766759089,721,0.0327862,ALERT
1766759090,722,0.031388693,ALERT
1766759091,723,4.1968096e-06,NORMAL
